Text,Label
Could I check the number of people at Bukit Gombak every Sun?,0
Is it possible to know the crowd at Delta on Thursday at 2200.,0
Do you know the typical crowd level for Ang Mo Kio CC Centre on weekend at 5pm.,0
How full does Ang Mo Kio CC Gym get around 8am?,0
I'd like to know how crowded Senja-Cashew is?,0
Can I find out how packed Delta usually is on Tuesday.,0
Can I find out how occupied Jurong West ActiveSG is on Wednesday at 1700?,0
What's what the capacity is like at Delta ActiveSG?,0
How packed is Enabling Village ActiveSG on Tues?,0
Could I check the traffic at Toa Payoh Centre every Sun?,0
Tell me the number of people at Hockey Village Boon Lay for Tue around 12pm.,0
Give me the crowd level of Bukit Canberra Centre at 0800.,0
Can I find out what the crowd is like at Woodlands ActiveSG?,0
Please provide the crowd at Ang Mo Kio CC ActiveSG for Monday around 0900.,0
Tell me the crowd at Yio Chu Kang Gym for Mon around 0700.,0
I'd like a quick check on how full Yio Chu Kang ActiveSG gym is on Monday at 2000.,0
How full does Clementi ActiveSG gym get around 1pm?,0
What's the expected crowd at Toa Payoh ActiveSG gym at 8pm?,0
Do you know how crowded Hockey Village Boon Lay Gym is on Thurs?,0
What's the estimated traffic at Jurong East Gym at 2200?,0
May I know the capacity at Serangoon Central Centre?,0
Give me the crowd level of Kallang Basin Centre at 10pm.,0
Is it possible to know what the number of people is like at Clementi Centre around 0800.,0
Is it possible to know how packed Pasir Ris Centre usually is on Wed.,0
Could you share the capacity at Yio Chu Kang ActiveSG gym?,0
Could you share the capacity at Senja-Cashew Gym during 11am?,0
What's the estimated crowd at Tampines Gym at 2100?,0
Could you share the capacity at Kallang Basin ActiveSG on Sun.,0
I'm trying to check how packed Katong ActiveSG gym is.,0
How busy is Toa Payoh West CC Centre on weekday?,0
Tell me the capacity at Jurong West ActiveSG for Sun around 1300.,0
What's the typical number of people at Yio Chu Kang Gym on weekends?,0
Tell me the capacity at Woodlands Centre for Fri around 1400.,0
Do you know if you have any info on how busy Pasir Ris Gym is.,0
Can you tell me the number of people for Kallang Basin ActiveSG at 0700.,0
I'm trying to check how crowded Delta Centre is.,0
What's the estimated capacity at Tampines Centre at 1800?,0
Could I get info on the crowd at Katong Centre on Saturday at 10am.,0
Any idea about if you have any info on how packed Jurong East Centre is.,0
What's the expected capacity at Clementi Gym at 11am?,0
Please provide the capacity at Tampines Gym for Fri around 1pm.,0
Do you happen to know the typical crowd level for Bishan ActiveSG on weekend at 0900.,0
I'm trying to check how packed Pasir Ris Gym is.,0
Do you happen to know how full Woodlands ActiveSG is on Fri?,0
Give me the capacity of Woodlands ActiveSG gym on Thur.,0
Could you share how occupied Yishun is?,0
May I know what the capacity is like at Toa Payoh West CC Gym on Wednesday.,0
What's the typical crowd at Heartbeat Bedok Centre on Wednesday?,0
I'd appreciate knowing how crowded Sengkang ActiveSG gym is at 4pm?,0
How occupied is Bukit Gombak Gym on Monday at 9am?,0
Give me the crowd level of Jurong West at 2100.,0
Would you mind telling me the traffic at Kallang Basin ActiveSG gym on Thursday.,0
What's the estimated traffic at Woodlands ActiveSG gym at 1700?,0
Tell me the crowd at Bukit Batok Gym for Mon around 7am.,0
What kind of crowd level does Senja-Cashew usually have on Wednesday?,0
I'd appreciate knowing what the number of people is like at Clementi ActiveSG on Thurs at 1pm.,0
Please provide the crowd at Kallang Basin ActiveSG gym for Thur around 0800.,0
What's the estimated crowd at Bukit Batok ActiveSG gym at 9am?,0
I'd like a rough idea of the crowd at Tampines ActiveSG for 1500.,0
I'd like to know what the number of people is like at Fernvale Square ActiveSG gym around 1600.,0
What's the number of people at Tampines on Wednesday.,0
Do you know how packed Senja-Cashew ActiveSG is at 10am?,0
Do you happen to know what the capacity is like at Jurong Lake Gardens ActiveSG?,0
I'd like a quick check on how busy Fernvale Square ActiveSG is on Friday at 0900.,0
Give me the crowd level of Heartbeat Bedok Gym at 11am.,0
What's the usual number of people at Katong if I go on Mon at 1900?,0
How full does Bukit Gombak Centre get around 1700?,0
Is it possible to know the traffic for Enabling Village ActiveSG at 4pm.,0
What's the usual number of people at Tampines if I go on weekends at 1pm?,0
I'd like to know how occupied Pasir Ris Centre is on weekends at 7am?,0
Could you show me how crowded Kallang Basin ActiveSG is on Thursday at 5pm?,0
How crowded is Serangoon Central Gym on Tue?,0
Can you tell me how busy Enabling Village Gym is on weekdays?,0
How packed is Katong ActiveSG on Saturday at 11am?,0
Could I check the crowd at Yio Chu Kang ActiveSG gym every Sunday?,0
Would you mind telling me what the number of people is like at Yishun on Wed.,0
Could I check the capacity at Jurong Lake Gardens ActiveSG every weekdays?,0
Could you show me how busy Tampines Gym is on Thur at 1600?,0
Do you happen to know how packed Bukit Batok usually is on Thursday.,0
Could you share the number of people at Serangoon Central Centre?,0
Could you share the traffic at Woodlands ActiveSG during 1400?,0
What kind of crowd level does Woodlands Centre usually have on weekend?,0
How packed does Jalan Besar Centre tend to be at 1800?,0
How occupied is Senja-Cashew Gym?,0
I'd appreciate knowing how occupied Tampines Centre is on Sunday at 1300?,0
What's the expected traffic at Katong Centre at 1900?,0
What's what the crowd is like at Delta Gym?,0
Could you share the crowd at Yio Chu Kang during 1700?,0
Could I get info on how full Yio Chu Kang ActiveSG gym is on Monday?,0
Any idea about how crowded Hockey Village Boon Lay ActiveSG gym is at 10am?,0
Give me the crowd at Serangoon Central ActiveSG gym.,0
Would you mind telling me if you have any info on how crowded Jurong West ActiveSG gym is.,0
May I know the capacity at Fernvale Square Gym on Thurs.,0
How full does Bukit Gombak ActiveSG gym get around 2100?,0
I'd like to know what the capacity is like at Jurong West ActiveSG gym?,0
Give me the number of people at Toa Payoh West CC Gym.,0
How crowded is Hockey Village Boon Lay ActiveSG gym on weekday at 1700?,0
I'd like a quick check on how busy Jurong Lake Gardens ActiveSG is on Wednesday at 1500.,0
I'm trying to check how full Tampines ActiveSG gym is.,0
Give me the crowd of Choa Chu Kang Gym on Wednesday.,0
Any idea about how packed Heartbeat Bedok ActiveSG gym usually is on Tuesday.,0
How crowded is Bukit Batok ActiveSG gym on weekends at 12pm?,0
What's what the crowd is like at Jalan Besar ActiveSG gym?,0
What's if you have any info on how crowded Jurong West ActiveSG gym is.,0
Could I check the capacity at Yio Chu Kang Gym every Wed?,0
Can you tell me the crowd at Jurong East Centre?,0
Give me the number of people at Delta Gym.,0
I'm trying to find out what the number of people is like at Delta Gym on weekend.,0
Do you know the typical crowd level for Jurong East ActiveSG on Sun at 4pm.,0
What's the estimated traffic at Hockey Village Boon Lay ActiveSG?,0
Please provide the number of people at Serangoon Central Gym for Sun around 1200.,0
How full is Fernvale Square Centre on Thursday at 1300?,0
Do you have any idea how busy Bukit Canberra Gym gets on Thurs?,0
How full does Bishan Centre get around 0900?,0
Could you share if you have any info on how busy Senja-Cashew Centre is.,0
What's what the capacity is like at Bukit Canberra Gym around 10pm.,0
Could you share how full Bukit Batok ActiveSG is?,0
May I know how crowded Kallang Basin Gym is?,0
I'd like a quick check on how packed Woodlands Centre is on Friday at 0900.,0
Could I get info on how packed Yio Chu Kang ActiveSG usually is on Mon.,0
Do you know the crowd at Bukit Gombak Centre?,0
I'd like a quick check on how packed Jalan Besar ActiveSG gym is on Thursday at 7pm.,0
I'd appreciate knowing what the number of people is like at Bishan ActiveSG on weekends at 1600.,0
How occupied is Bishan Centre on Mon at 9pm?,0
I'd like a rough idea of the number of people at Kallang Basin for 7pm.,0
I'd appreciate knowing the crowd at Tampines Gym on weekend.,0
Give me the crowd level of Fernvale Square Centre at 1100.,0
Would you mind telling me the current traffic for Yio Chu Kang ActiveSG gym.,0
Please provide the crowd at Jurong West Centre for Monday around 2pm.,0
How packed does Heartbeat Bedok ActiveSG tend to be at 2100?,0
Any idea about the current capacity for Jurong West Gym.,0
What's what the capacity is like at Clementi Gym on Mon.,0
What's the estimated number of people at Woodlands ActiveSG at 2000?,0
I'd like to know if you have any info on how full Yio Chu Kang Centre is.,0
I'd like to know how packed Toa Payoh West CC Gym is at 1900?,0
Give me the traffic at Ang Mo Kio CC Gym.,0
How full does Tampines ActiveSG get around 3pm?,0
What's the usual capacity at Woodlands if I go on weekdays at 1pm?,0
I'd like a rough idea of the capacity at Delta Centre for 7am.,0
Just wondering about if you have any info on how occupied Enabling Village is.,0
What's the expected traffic at Choa Chu Kang at 12pm?,0
Give me the crowd level of Jurong Lake Gardens ActiveSG gym at 2000.,0
How full does Jurong West get around 1600?,0
Would you mind telling me the crowd at Bishan Gym on Sat at 4pm.,0
Can I find out if you have any info on how packed Bishan ActiveSG gym is.,0
Any idea about the current crowd for Senja-Cashew ActiveSG gym.,0
Could you share the crowd at Hockey Village Boon Lay Gym?,0
What's the estimated crowd at Sengkang ActiveSG at 0700?,0
I'm trying to find out how packed Bishan Gym is at 1300?,0
I'm trying to check how occupied Senja-Cashew ActiveSG gym is.,0
Do you know how full Enabling Village Gym is on Sunday at 9am?,0
May I know how packed Ang Mo Kio CC ActiveSG is?,0
How full does Yio Chu Kang Centre get around 1900?,0
Could you share the traffic at Jurong West ActiveSG?,0
What's the typical number of people at Toa Payoh Centre on Mon?,0
Could you share the capacity at Clementi?,0
Give me the capacity of Delta Centre on Wednesday.,0
Give me the traffic of Heartbeat Bedok ActiveSG gym on Sunday.,0
May I know how full Pasir Ris is at 8pm?,0
I'd like a rough idea of the capacity at Woodlands Centre for 1100.,0
How full is Bukit Gombak ActiveSG gym on Sunday?,0
How full does Clementi ActiveSG get around 1800?,0
Could you share the current capacity for Yishun Gym.,0
Can you tell me how packed Hockey Village Boon Lay usually is on Tuesday.,0
How busy is Tampines ActiveSG on Monday?,0
Is it possible to know the number of people at Jurong West Gym on Tue.,0
Could I get info on how crowded Kallang Basin ActiveSG gym is at 0700?,0
What kind of crowd level does Heartbeat Bedok ActiveSG gym usually have on Saturday?,0
What kind of crowd level does Jurong East ActiveSG gym usually have on Wednesday?,0
Do you have any idea how busy Choa Chu Kang ActiveSG gets on Sat?,0
How busy is Delta Gym on Friday?,0
I'm trying to find out the capacity for Tampines ActiveSG at 6pm.,0
Give me the crowd level of Bukit Batok ActiveSG at 2200.,0
I'd like a quick check on how busy Woodlands Centre is on Sunday at 8pm.,0
Could you share the crowd at Tampines Gym?,0
How full does Jalan Besar ActiveSG get around 1000?,0
I'm trying to check how crowded Delta ActiveSG is.,0
Would you mind telling me if you have any info on how occupied Ang Mo Kio CC is.,0
What kind of crowd level does Jurong Lake Gardens usually have on weekdays?,0
I'd appreciate knowing how full Pasir Ris Gym is on Friday at 1200?,0
What kind of crowd level does Sengkang ActiveSG usually have on weekends?,0
How full is Sengkang ActiveSG on Tue?,0
Give me the crowd level of Woodlands at 9am.,0
Can you tell me the number of people for Bukit Canberra Centre at 1800.,0
Just wondering about what the crowd is like at Clementi Centre around 7am.,0
I'd like to know how busy Pasir Ris is on Monday?,0
Could I get info on the capacity at Toa Payoh Centre?,0
What's the least crowded  activesg gym this coming friday.,1
I'd like to know which  activesg is the has the lowest crowd at 10am?,1
Which  activesg gym is typically the least packed on wed at 1pm?,1
Tell me the least busy  activesg on weekends.,1
Tell me the quietest  during 1100.,1
Do you know what the quietest  gym is on sun.,1
Tell me the  activesg with the lowest number of people at 1200 on tuesday.,1
Give me the quietest  for monday.,1
Do you happen to know the quietest  centre for tues around 3pm.,1
Do you know which  activesg gym is the least occupied on sun at 1000?,1
May i know what the least crowded  gym is on thur at 1300.,1
Is it possible to know what the least crowded  activesg gym is on weekend at 2000.,1
May i know the quietest  activesg for saturday around 1400.,1
Just wondering about which  centre is the most quiet?,1
Could you share which  centre is the least packed on fri?,1
Do you happen to know which  activesg gym is the least packed on thursday at 5pm?,1
Tell me the  activesg gym with the lowest crowd at 10am on weekends.,1
Which  centre tends to be the least crowded at 9am?,1
Give me the quietest  activesg gym.,1
What's the least crowded  activesg this coming wednesday.,1
Do you know which  centre is the has the lowest number of people on fri at 2100?,1
Which  activesg gym is typically the least packed on mon at 8am?,1
May i know the  gym with the lowest crowd.,1
Could you share what the least packed  is around 2000.,1
Any idea about the quietest  for monday around 0900.,1
Just wondering about the quietest  for wed around 1300.,1
May i know which  activesg is the least full on weekday at 9am?,1
Give me the quietest  activesg.,1
Tell me the least busy  centre on saturday.,1
Tell me the  with the lowest crowd at 1000 on sunday.,1
Do you happen to know what the quietest  is.,1
I'm trying to find out the least busy  centre currently.,1
Do you know which  activesg is the least busy on weekday at 2200?,1
Just wondering about the  activesg gym with the lowest crowd at 1700.,1
Do you happen to know the least busy  activesg currently.,1
Would you mind telling me which  activesg gym is the least packed?,1
Which  is usually the least packed on weekday?,1
May i know which  centre is the least packed on sun at 1000?,1
Which  is the least crowded?,1
Give me the quietest  activesg.,1
Give me the quietest  centre.,1
I'd like to know which  activesg gym tends to be the least packed.,1
Just wondering about which  is the least packed at 8am?,1
What's the  with the lowest crowd?,1
Just wondering about what the least crowded  is on sat at 2000.,1
Which  is typically the least packed on thursday at 11am?,1
Which  centre is typically the least packed on thursday at 4pm?,1
Tell me the quietest  activesg during 0900.,1
Which  activesg is typically the least packed on wednesday at 1700?,1
Can you tell me which  activesg is the most quiet on sun at 11am?,1
Tell me the  activesg with the lowest traffic at 3pm on tue.,1
Can i find out what the least crowded  activesg gym is on thurs at 9am.,1
Tell me the  activesg with the lowest capacity at 1pm on weekends.,1
I'd appreciate knowing what the quietest  gym is.,1
Do you happen to know the  activesg gym with the lowest traffic.,1
May i know which  gym is the least packed on weekends at 2100?,1
Tell me the  activesg gym with the lowest capacity at 1800 on tue.,1
Do you happen to know which  centre is the has the lowest number of people on thursday?,1
Can i find out which  activesg gym is the least packed on tue at 9am?,1
I'd appreciate knowing which  activesg is the least crowded on tue?,1
Which  activesg gym tends to be the least crowded at 1pm?,1
I'd appreciate knowing what the least crowded  gym is on thurs at 1200.,1
Do you happen to know which  centre is the least busy at 8pm?,1
I'd like to know what the least packed  activesg gym is around 0900.,1
What's the  activesg with the lowest capacity at 1500.,1
Just wondering about which  centre is the has the lowest capacity on sun?,1
Is it possible to know which  activesg is the most quiet on saturday at 2pm?,1
Tell me the quietest  during 9am.,1
Do you happen to know which  activesg is the has the lowest crowd on tues at 1pm?,1
Which  is typically the least packed on weekdays at 7pm?,1
I'm trying to find out the  centre with the lowest capacity at 12pm.,1
Do you know what the least crowded  activesg gym is on sat at 1800.,1
Which  gym is typically the least packed on weekday at 10am?,1
Could i get info on the least crowded  activesg this coming sunday.,1
Which  is usually the least packed on tues?,1
Do you happen to know which  activesg gym is the least busy on sunday at 1700?,1
I'd appreciate knowing the  activesg with the lowest traffic at 0700.,1
Can i find out the quietest  activesg for wednesday around 0800.,1
I'd like to know the least busy  currently.,1
Is it possible to know which  activesg gym is the most quiet at 1100?,1
Which  gym is typically the least packed on weekday at 1800?,1
Give me the quietest  activesg gym.,1
Which  tends to be the least crowded at 1000?,1
May i know what the least packed  is around 1200.,1
Tell me the quietest  activesg gym during 1800.,1
Can i find out which  is the has the lowest crowd on sat at 1600?,1
What's the  centre with the lowest crowd?,1
Do you happen to know what the least packed  centre is around 9am.,1
Which  centre is typically the least packed on sat at 3pm?,1
What's the  centre with the lowest number of people at 1600.,1
Can i find out the  activesg with the lowest capacity at 1200.,1
May i know the  centre with the lowest crowd.,1
Can i find out the least busy  activesg currently.,1
Which  activesg gym is typically the least packed on tuesday at 2000?,1
Tell me the  with the lowest traffic at 1400 on thursday.,1
Would you mind telling me what the quietest  is.,1
May i know the least crowded  centre this coming wednesday.,1
I'd appreciate knowing which  gym is the least packed on sun at 3pm?,1
Just wondering about what the quietest  gym is.,1
Which  centre is the least crowded?,1
Tell me the least busy  activesg on sunday.,1
Which  activesg gym is typically the least packed on monday at 4pm?,1
Could you share the  with the lowest number of people at 5pm.,1
Is it possible to know which  activesg gym is the most quiet on tues?,1
Do you know which  centre is the least full on wednesday?,1
May i know which  is the most quiet on fri at 2100?,1
Do you know the quietest  activesg for sat around 8pm.,1
Is it possible to know the least crowded  centre this coming sat.,1
Do you happen to know what the least crowded  activesg gym is on weekdays at 1900.,1
Which  activesg is usually the least packed on tue?,1
I'd appreciate knowing the  activesg with the lowest traffic.,1
Which  activesg is typically the least packed on friday at 0800?,1
Which  is typically the least packed on sun at 10pm?,1
Which  centre is typically the least packed on thursday at 1400?,1
Do you happen to know what the least crowded  activesg gym is on sun at 1700.,1
Do you know the least crowded  activesg this coming monday.,1
May i know what the least crowded  is on fri at 1000.,1
Is it possible to know what the quietest  activesg gym is on mon.,1
Would you mind telling me which  gym is the most quiet on wed at 9pm?,1
Could i get info on the least crowded  this coming weekdays.,1
Which  is typically the least packed on sat at 0900?,1
Any idea about the  with the lowest capacity on tues.,1
Which  activesg is typically the least packed on sat at 11am?,1
I'd like to know which  gym is the most quiet on weekday?,1
Give me the quietest  activesg gym for sun.,1
Which  is typically the least packed on weekday at 0700?,1
I'm trying to find out which  gym tends to be the least packed.,1
Tell me the  centre with the lowest capacity at 1800 on weekends.,1
May i know the  with the lowest traffic on weekend.,1
Any idea about the  activesg with the lowest capacity on sun.,1
Could i get info on which  centre is the least occupied on tue at 8am?,1
Do you know the  activesg gym with the lowest number of people.,1
Which  is typically the least packed on sunday at 3pm?,1
I'm trying to find out which  is the has the lowest capacity?,1
Give me the quietest  activesg gym.,1
Could you share which  gym is the least packed at 10pm?,1
Which  activesg is typically the least packed on sun at 7pm?,1
Give me the quietest  gym.,1
Can i find out what the least packed  activesg gym is around 1800.,1
Is it possible to know the  centre with the lowest number of people at 1300.,1
Give me the quietest  centre for thursday.,1
Tell me the  with the lowest number of people at 11am on sunday.,1
Which  is typically the least packed on thurs at 1000?,1
Can you tell me the quietest  activesg gym for wednesday around 1900.,1
Could i get info on which  activesg tends to be the least packed.,1
Tell me the  activesg with the lowest capacity at 3pm on friday.,1
I'm trying to find out the quietest  centre for tuesday around 9pm.,1
I'd appreciate knowing what the least crowded  gym is on weekday at 1100.,1
Tell me the quietest  activesg gym during 9pm.,1
What's the quietest  centre for weekends around 2000.,1
Tell me the  with the lowest traffic at 8pm on thursday.,1
Can i find out the quietest  centre for thurs around 1700.,1
Tell me the  activesg gym with the lowest crowd at 12pm on thur.,1
Which  centre is typically the least packed on sun at 8am?,1
I'd appreciate knowing which  activesg gym is the has the lowest crowd on sunday at 2000?,1
Which  activesg is usually the least packed on saturday?,1
Can you tell me the  gym with the lowest crowd on tues.,1
Is it possible to know what the least crowded  activesg is on fri at 2pm.,1
May i know which  activesg gym is the least packed on monday at 0800?,1
I'd like to know the least crowded  activesg gym this coming sun.,1
Tell me the quietest  activesg during 9pm.,1
I'd like to know what the least crowded  centre is on weekends at 4pm.,1
Tell me the quietest  during 7am.,1
What's which  centre is the least full?,1
Do you happen to know the  with the lowest crowd at 1600.,1
I'd appreciate knowing the  gym with the lowest number of people.,1
I'd appreciate knowing the quietest  centre for thursday around 8am.,1
Would you mind telling me the quietest  activesg gym for tues around 0700.,1
Tell me the  activesg with the lowest capacity at 6pm on sunday.,1
May i know what the quietest  gym is.,1
May i know which  is the least packed on wed?,1
Which  centre is usually the least packed on tue?,1
I'd appreciate knowing what the least crowded  activesg is on monday at 1700.,1
Which  activesg gym is the least crowded?,1
Which  centre is typically the least packed on weekend at 8pm?,1
Tell me the quietest  gym during 1800.,1
Would you mind telling me what the quietest  activesg is on sun.,1
Tell me the least busy  gym on weekday.,1
Can i find out which  centre is the has the lowest capacity on sun at 2pm?,1
Give me the quietest  activesg gym.,1
Do you know which  is the least busy on thur?,1
Can you tell me the  with the lowest traffic.,1
I'm trying to find out what the least crowded  activesg gym is on monday at 8pm.,1
Could you share what the quietest  is.,1
I'm trying to find out which  centre is the least packed on sunday?,1
Would you mind telling me the  gym with the lowest number of people on thurs.,1
Give me the quietest  activesg gym for weekday.,1
Which  centre is typically the least packed on thur at 11am?,1
What's which  gym is the least busy on tuesday at 11am?,1
I'd like to know the  activesg gym with the lowest number of people on friday.,1
Tell me the least busy  activesg on sunday.,1
I'd like to know what the least crowded  activesg is on tuesday at 7am.,1
Just wondering about what the quietest  activesg gym is.,1
Which  centre is usually the least packed on monday?,1
Would you mind telling me which  gym is the least busy on thurs at 0800?,1
May i know which  gym is the has the lowest crowd on mon at 1100?,1
Just wondering about what the least crowded  is on tue at 1900.,1
I'd like to know what the least crowded  activesg gym is on sunday at 1900.,1
Tell me the  gym with the lowest crowd at 9pm on sun.,1
Can you tell me what the least crowded  is on sunday at 1400.,1
Which  centre is typically the least packed on saturday at 1300?,1
Just wondering about the quietest  for wed around 2100.,1
What's the  activesg with the lowest traffic on tuesday.,1
What's the  gym with the lowest traffic?,1
Do you know the quietest  activesg gym for thurs around 8pm.,1
Tell me the least busy  activesg on sunday.,1
Do you know what the least crowded  centre is on thurs at 0700.,1
What's which  centre is the has the lowest crowd on weekend at 3pm?,1
Is it possible to know the least crowded  activesg gym this coming wednesday.,1
What's the  centre with the lowest number of people?,1
Tell me the quietest  activesg gym during 1600.,1
Any idea about the quietest  for sun around 2000.,1
Can i find out the quietest  gym for fri around 8am.,1
What's what the least packed  activesg is around 12pm.,1
Which  is the least crowded?,1
Would you mind telling me what the least packed  is around 12pm.,1
What's what the quietest  gym is on tuesday.,1
What's which  gym tends to be the least packed.,1
Would you mind telling me what the quietest  centre is on mon.,1
Just wondering about the least busy  activesg currently.,1
Tell me the  activesg with the lowest traffic at 7am on tues.,1
Any idea about which  gym is the most quiet on weekdays?,1
Do you happen to know which  activesg is the has the lowest capacity on weekend at 1400?,1
Give me the quietest  activesg.,1
Do you happen to know the  gym with the lowest capacity on wed.,1
I'm trying to find out the  gym with the lowest capacity on thurs.,1
Any idea about what the quietest  activesg is on wednesday.,1
Tell me the  gym with the lowest capacity at 1700 on mon.,1
I'd like to know what the least packed  activesg gym is around 1300.,1
Tell me the  activesg with the lowest capacity at 0700 on sat.,1
Could you share which  activesg gym is the least busy?,1
Which  is the least crowded?,1
Can you tell me which  is the least packed?,1
Which  gym is typically the least packed on tuesday at 12pm?,1
I'd like to know what the least packed  gym is around 0700.,1
May i know the  activesg with the lowest capacity on mon.,1
Can you tell me which  centre tends to be the least packed.,1
Could you share the  activesg gym with the lowest number of people.,1
Which  centre is the least crowded?,1
Could you share which  activesg is the most quiet on sunday?,1
Do you happen to know which  centre tends to be the least packed.,1
Which  gym is typically the least packed on tuesday at 10am?,1
Do you know what the least crowded  is on sat at 1000.,1
Give me the quietest  centre.,1
Give me the quietest  gym for thurs.,1
I'm trying to find out which  activesg gym is the most quiet at 5pm?,1
Which  centre tends to be the least crowded at 8pm?,1
Which  activesg gym is typically the least packed on tuesday at 2100?,1
Would you mind telling me the quietest  for sun around 0900.,1
Can i find out what the least packed  activesg gym is around 9am.,1
Tell me which  is busiest at 7pm on Thurs.,2
Tell me the most packed  Centre around 8am.,2
What  usually has the biggest crowd at 12pm on Tue?,2
I'm trying to find out what  Gym has the most crowd around 1400.,2
Can I find out which  Centre tends to be full on Tues.,2
What's the busiest  Gym at 1400.,2
Could I get info on which  is the most packed?,2
What's the busiest  ActiveSG gym on Sun.,2
Tell me the most packed  Centre around 10pm.,2
Do you happen to know which  has the biggest crowd.,2
Which  Centre is the most packed on weekends?,2
Do you know the busiest  ActiveSG gym for Mon at 4pm.,2
Which  ActiveSG is most crowded on Wed at 5pm?,2
Which  ActiveSG is the most crowded?,2
Tell me the most packed  ActiveSG around 8am.,2
May I know which  ActiveSG is most crowded on Thur?,2
Tell me which  Centre is busiest on Wed.,2
Can you tell me which  ActiveSG tends to be most packed.,2
Which  ActiveSG gym tends to be full at 1600?,2
Do you happen to know which  ActiveSG tends to be most packed.,2
Which  Gym is the most crowded?,2
I'd appreciate knowing what  ActiveSG gym has the most number of people around 11am.,2
Give me the most packed  ActiveSG.,2
Can you tell me which  is most occupied on Thurs at 1500?,2
May I know the  with the highest number of people on Friday.,2
Tell me which  is busiest at 6pm on Saturday.,2
Which  is the most packed on Monday?,2
I'd appreciate knowing which  ActiveSG is the most occupied?,2
What's which  Gym tends to be full on Monday.,2
Give me the most crowded  ActiveSG this coming Fri.,2
Tell me which  Gym is busiest on Tue.,2
Tell me which  ActiveSG gym is busiest at 1pm on Thurs.,2
